review,sentiment
"Doug McClure has starred in a few of these British produced genre adventures and this one has got to be the worst of the lot . I know THE LAND THAT TIME FORGOT has its critics but please at least that movie featured location filming and relatively good production values . That's the problem with this movie - The production values go way beyond "" So bad they're good "" affectionate territory and become "" so bad I think I'll go and see what's on the other channels "" <br /><br />One case in point is the first scene featuring the intrepid Cushing and McClure encountering a monster . It's painfully obvious the monster is an average sized man dressed up as a rubber monster being made to look over twenty foot tall via overblown back projection . It becomes even more painfully obvious that our heroes are trying to escape the monster by running on the spot . Have I mentioned that this is one of the more convincing set pieces ? No really this looks like it was filmed in somebody's living room with the spare change left over from that year's DOCTOR WHO budget . Even former DOCTOR WHO Peter Cushing is bland and what should have been an amusing line "" You can't mesmerise me - I'm British "" is delivered in a very flat way ( A very similar line is spoken by Cushing in HORROR EXPRESS ) in a script devoid of characterisation , plotting and memorable dialogue . It's not just the fact that the dialogue is unmemorable it's also infrequent and rare since the monsters don't speak . Wouldn't it have been better having the chief bad guys humanoids like in WARLORDS OF ATLANTIS so that they could explain the plot . Does anyone here know what the plot actually is ? <br /><br />A very tedious British movie that even the twin talents of Caroline Munro can not save . The whole mood of the movie is summed up by the final sequence featuring two keystone cops",negative
"This is probably one of those films too many commented but undiscovered... This is probably one masterpiece of Spanish cinema like some Buñuel's masters-piece. ""15 days with you"" could be the better ""now and them"" re-visitation from others films of long-time ago: could be ""Midnight cowboy"" but could be also ""Les amants du Pont-Neuf"" or a realistic and non-spot-look (but most realistic) ""trainspotting"". This hard story has place to humour, love and obviously dramatic sense. In the new social Spanish cinema this little diamond could be the resurrection of the Italian neo realism mixed whit the best Ken Loach films.<br /><br />Probably the better film I discover in the last 10 years.",positive
"Over the years I've watched this movie many times from seeing it on ""HBO"" and I now own a copy on DVD. I must say it's very memorable and entertaining in the meantime it's interesting and educational too. As any TV fan can relate to the time of the early 90's when the time came up to replace Johhny Carson the TV living legend of ""The Tonight Show"" who's it gonna be Jay or Dave? This original film from HBO ""The Late Shift"" stays true to form and depicts the real events very well showing the behind the scenes battle between networks heads of NBC and CBS and even ABC they were all fighting for the services of Jay and Dave. The acting makes it seem real as very little actual TV footage is shown with real life people as the actors portraying Leno and Letterman make it seem so real. I haven't read the Bill Carter book so I don't know if it stayed true to the pages, but I have highly enjoyed this film over the years. From the moment when it starts showing CBS entertainment heads watching Leno sub for Johhny and they decide they want to get in on the late night game. Yet when Carson announces his unexpected retirement NBC wants to stay loyal with Leno yet conflict arrives when Letterman wants a crack at the slot at 11:30 too. It was fun to watch the wacky meeting with Michael Ovitz(Treat Williams)who makes all networks want to consider Letterman for a show. It was interesting to see the scene of Johhny telling Letterman by phone in a direct way to walk from NBC and consider CBS. And by the way Rich Little was terrific as Johhny Carson his portrayal couldn't be matched. And plenty of tense moments were provided by showing the bickering and firing of Leno's talent manager Helen which NBC heads pressured him to do. Overall great film that showed what TV is really like and it proves that networks are power and money hungry while showing that's it's a cutthroat business. Clearly there's no business like show business. Great work from HBO very memorable and a watch anytime it showed the true story of the late night wars.",positive
"What a good movie! At last a picture revealing a unknown side of rock: illusions of fame. Well-known Rockers are getting old and forgotten, not the music. And with a good sense of humour. Have you ever danced on Bill Haley's Rock Around the Clock?<br /><br />Anyway, Still Crazy is probably the best movie about rock n'roll I have ever seen. Far much better than Spinal Tap for instance. Why? Because in Still Crazy, people are mature. They have a different point of view about rock, about love and about life. They want to catch up with their crazy youth they miss so much. Beyond the story itself, we see characters with their own personality, weaknesses and dreams. Like anyone of us.<br /><br />Spend a good time watching this (listen to the awesome soundtrack! )and finally thinking of your own future.<br /><br />Bye!",positive
"This has to be the worst movie i've seen this year.. and i watch a lot of cable. The plot is just ridiculous, the scenes are just thrown at you with no action, no start or ending of any scene.. it's just random idiots with make-up that scream in some plane.. The ""special effects"" ( Spielberg would laugh his ass off ) are horrible, the yellow eye contact lenses are cute though.. I have to admin that i couldn't bear to watch it to the end. The scene where the great scientist Bennett was holding for dear life by the engine body was too much for me.. I'm sorry for my bad English.. i am from Romania ( and this is my first post ). I had to sign up just to make a comment on this movie because i just can't believe that this is a movie released in 2007.",negative
"One more of those brilliant young men who went all out and dared to make a teen romance film( can i actually call it that?- it would invoke the devil out of its fans)on a micro budget but packed with such taste, sensitiveness and maturity. Peter Sollett- you deserve more admiration and respect.Thanks once again for demonstrating to the powers that be in the ""industry"" that stereotypes can be flushed down the toilet. One location,a handful of rich characters, low budget,good acting(and that too amateurs),decent lighting - worshippers of true indie cinema should watch more of this and STOP watching...well...you know what.",positive
"I'm not one of those folks who bemoans everytime a film based on an old TV show comes out. Rather, I usually run out and see it (If I had watched the show) and try to get nostalgic. But if anyone feels like running down films based on old shows, this is exhibit A (So you can actually say something more than just ""McHale's Navy""). ""Mod Squad"" is dreary, tiring, and lethargic. At least the original series was angst riddled long before anyone knew teens could be so glum, making it groundbreaking. This is just tedious. Claire Danes is nice to look at, but does nothing else but mood swing and sneak around spying on the baddies. Giovanni Ribisi's acting extent in this flick is that Droopy the Dog look for an hour and forty five minutes. And Omar Epps looks like he wants to flee the set, but the script's chlostraphobia has trapped him. Sure, the production is nice, with the now seemingly obligitory ""rave"" nightclub opening action sequence and shootouts galore. Oh, and the kids yell and get mad at each other and their superiors a lot too. It's kind of like deciding to use the Scooby Doo Mystery Machine to go on a family vacation to Hollywood with your teenage kids who you and your spouse know need heavy therapy and prescription drugs. I really wanted to like this movie, and there were promising moments, but the next scene would suck the life out of it. You can knock another Spelling remake, ""Charlie's Angels"", all you want, but at least that film knew it wanted to have fun with itself. ""The Mod Squad"" makes you wonder where the inspiration from the original series went.",negative
"I've enjoyed this movie ever since I first saw it in the theatre. Some movies have a cast of characters and a script that come together in perfect synergy, and this is one of them. The characters illustrate some truths about getting the best out of people, working together harmoniously, building a team and achieving goals, without ever preaching morality. The situations are crafted well and are consistent with the movie's opening premise. The tension builds nicely and the humor is clean and consistent throughout. The movie manages to pull me right in to root for the characters, and to laugh pretty well all the way through. This is a feel good movie as good as they come.<br /><br />What amazes me is that a movie which appears so simple can be so long term entertaining. The music is a perfect copy of music in the typical serious post war navy movies, which helps to create the humor and point out that greatness is in the eye of the beholder. The scenes in the credits are a great music video of ""In the Navy"", which deserve their own full screen special feature. The scenes and cuts are crafted well, and the casting and acting is right on.<br /><br />This movie is a classic as great as any ever made, without any pretensions. In fact, the lack of pretension is what makes it so much fun to watch. I love these guys and gal.<br /><br />The other day I thought of the film, and wondered whether it was available on DVD. Good fortune has come to us, and the DVD came out in May 2004. I headed to the store, and snapped up a copy. Then my wife and I enjoyed another hilarious night in front of the big screen. I've rated this movie as a 10 because it comes together on all levels, far better than many high budget films and Oscar winners. This is entertainment.<br /><br />Listen up Fox home video: you have a great movie in your vaults, and it's a shame to find a cheap shot DVD with badly degraded off tint colors only 8 years since release. So why not restore the colors and present the film as it was meant to be seen? I'd gladly pay a few bucks more to get the picture right. I'm grateful to have my own copy. Now give us the eye candy that the film deserves, and how about recreating the credit sequence as a full screen music video special feature.",positive
"DOCTEUR PETIOT, starring Michel Serrault, is a brutal story about a brutal man. A doctor who heals the sick in occupied France, even if their ability to compensate is not there. Yet, he preys on the weakest amidst the populace. The imagery and cinematography are superb, and lend an additional macabre feeling to this complex story. He is the perfect psychopath. Seductive and altruistic, intelligent and caring, calculating and murderous. A movie certain not to be forgotten soon by the viewer. Kudos to Mr. Serrault, for his chilling portrayal.",positive
"It's astonishing that some people saw this as art. We saw it as a poorly filmed (shaky hand-held camera and all), (generally) badly acted, unscripted mess that seemed more like a high school film project with the kids experimenting in black & white film making. Injecting mounds of poetry in place of a story does not an art film make. When we watched this in the theatre, people were starting to have fits of the giggles (us included) at the endless stupidity of this self-indulgent, meandering mess. And believe me, it does seem endless. Had we finished our candy and popcorn, we too would have walked out of the theatre with the other two dozen people who packed up and left looking for something more interesting to do!",negative
"Arnold fans will holler in joy, fans of brainless action will holler in astonishment, and Catholics will just holler.<br /><br />Illogically written by Andrew W. Marlowe and ham-handedly directed by Peter Hyams, *End of Days* gets The Terminator out of his open-backed hospital gown (Arnold Schwarzenegger's return to the big screen after his heart operation), whilst blowing things up in Mysterious Ways and blaspheming Biblical verse to give Catholics something more to whine about.<br /><br />It is 1999 and doom-sayers the world over live in trepidation of their computers going fritz and losing their downloaded porn. Even as the technological stank of Y2K muttons the New York streets, ex-cop turned alcoholic security guard, Jericho Cane (Schwarzenegger, with the perfunctory ""dead-wife-and-kid"" back-story for Loose Cannon effect), must brave theological waters to save 20-year-old virgin Christine (Robin Tunney) from being conscripted as  wait for it  The Bride of Satan. Dun dah daaaarrrh! Stupidity ensues.<br /><br />For every anti-hero, there is his anti-Christ. Gabriel Byrne is the devil here  and he's out to party like it's 1999, on a mission to impregnate Christine with the Anti-Christ between 11 pm and 12 midnight, December 31, 1999  ironically, in the hour that all porn will be lost  thereby bringing about the End of Days. Being able to read minds, conjure hallucinations and employ limitless magic, it doesn't occur to Satan to expedite the impregnation process by appearing months in advance and courting Christine as a teen model and then closing the panty raid easily at the appointed time; instead, he appears on December 28th like a Keyser Soze Terminator and wonders why she doesn't welcome him with open thighs (See above comment re: stupidity.) Here is a movie where nothing makes sense the moment it is uttered, let alone after contemplating its veracity or mythology. A priest (Rod Steiger) tells Jericho that '666' is really '999' upside down with a '1' in front of it. So wait - *Prince* is the Anti-Christ?<br /><br />Satan Soze pursues Jericho and Christine (J and C  get it?) around town, at no point doing anything which would actually precipitate their capture. In one scene, Satan recreates Jericho's wife and child to tempt him into revealing where he hid Christine. But if he can see so deeply into Jericho's mind in recreating his family with enough nuance to inspire nostalgia, why can't he see where Jericho hid Christine not ten minutes ago? <br /><br />Satan can make an assassin talk without a tongue, yet he can't make that assassin unjam a semi-automatic weapon. And when Jericho shoots Satan at point blank range, Satan is courteous enough to open his shirt to reveal the wounds closing, so Jericho won't worry unduly about Satan's health - not sanitary to go about with open bullet wounds Matter of fact, instead of simply possessing Jericho himself to get close to Christine and rape her, Satan expends so much unnecessary energy on side-projects (crucifying the tongue-less guy, blowing up Jericho's partner (Kevin Pollak) and then saving him, and then blowing him up again, ridiculously battling Jericho when he could snuff him out with the effort of thought) that we wonder whether a more efficient assassin/lover shouldn't be put on the case  say, Antonio Banderas.<br /><br />What I find most precious about *End of Days* is Arnold's valiant attempts at The Method: ""sad"" means scrunching up his eyes and not blurting out anything in a foreign accent; ""depressed"" means raising a bottle to his lips and not blurting out anything in a foreign accent; ""deathly scared"" means widening his eyes and not blurting out anything in a foreign accent. There's definitely a pattern here, if we could only decipher it.<br /><br />In the end, the devil is dispatched not by the holy men whom Catholics pray to for deliverance from apocalypses such as these, but from the atheist Jericho. While the timid men of an impotent god exhort ""faith"" and quiver in their cells doing nothing about Satan actually walking amongst them, the Prince of Darkness is thwarted by a nullifidian with a big gun and a foreign accent. Which clearly says something that Catholics blindly refuse to hear: that even if the Devil were to exist, those who have been indoctrinated to unconditionally and irrationally fear him would be unable to conjure a belief in his downfall, let alone act towards it. Further, they might not truly WANT him defeated, for only through his contrary polarity does their god's existence become tenable.<br /><br />For it is written in the Book of Revelations: ""And the Prince of Darkness shall descendeth upon the Earth without any solid game plan, and impregnate a virgin on a date which won't have any significance until the Gregorian Calendar of the 1500s adopts the day numbering which will put it in sync with the equinoxes and the Anno Domine syntax which will annoy sensible people for millennia, by which time, Christians will have forgotten Christ's actual birth date and appropriated the pagan Saturnalia festival in its stead. And the Prince shall effect a Revolution through tight purple pants and ambiguously-lesbian band members"" I can believe the people being drained of blood and crucified, and the alcoholic built like a Mr. Universe; I can believe that a giant, supernatural monster can't kill a guy armed only with a foreign accent; I can even believe that the devil needs to perform some hokey thirteenth century Celtic Druid ritual as foreplay - but what I cannot believe is the 20-year-old virgin in New York City in 1999.<br /><br />Especially around Prince...",negative
"Watching QUINTET is not unlike watching a group of people playing a word game in Portuguese, or some other language you do not understand. You get the idea that they are playing a game, and if you watch closely enough, you may just begin to understand the rules. But, why bother, since it is clear you can't join in and you wouldn't want to if you had the chance.<br /><br />Director Robert Altman is not one to beg an audience to like his films, let alone understand them. Sometimes he lets you slip into the picture to be a part of the crowd, like in M*A*S*H, NASHVILLE and A WEDDING, films so full of hubbub and orchestrated chaos, one or two more bodies in the scene wouldn't make much of a difference. And other times, he seems to resent the fact that someone might even be watching his film; as in IMAGES or THREE WOMEN, where the stories are almost personal monologues made for an audience of one, Altman. With QUINTET, Altman seems to purposely dare anyone to become involved with the narrative. <br /><br />You can't depend on Altman to do the logical or the expected, which is sometimes the thing that makes his films so remarkably iconoclastic. But sometimes doing the unexpected isn't daring, just dumb. For instance, in QUINTET, we are introduced to a young woman who is apparently the last person on earth capable of getting pregnant, and she is, indeed, with child. This last ray of hope in a decaying society is almost immediately extinguished; Altman doesn't even wait until the end to play his last depressing card in this elaborate nihilistic and pessimistic tale. He lets us know how empty and meaningless life is right off the bat. Brave? Maybe. Stupid? Definitely. Devoid of a purpose, he tries to build a story on a rapidly melting iceberg, all the while reminding us how pointless the effort is. <br /><br />For the record, QUINTET, can at least claim to be prophetic. The story is centered on a treacherous game played by the various bored characters. It is a form of TAG (the assassination game): a handful of people target each other for elimination, each as a would-be assassin and each as a would-be victim. Two or more can form alliances to kill a third. As they die off, new targets are assigned. Whoever lives, wins. All of this happens at some exotic, inhospitable wasteland. It is, to a great extent, an extreme, sci-fi version of ""Survivor"" -- minus the commercial plugs and faked ""reality.""<br /><br />It is not a bad concept for a sci-fi epic. A post-apocalyptic setting, a microcosm of the world (the cast is pointedly multinational), a game where no on can be trusted or least not for long, and where no one really wins. Literally a cold war. A steely eyed director with a taste for dark humor and violent invention could have a field day. The mystery in QUINTET is not in the game or how it is played, but in why it exists it all. If the game ""Quintet"" is a metaphor for life, then Altman, seems to see nothing in the material but a chance to show life to be an empty, meaningless game -- a conclusion as obvious as it is untrue. Given the lively, albeit cynical nature of the rest of his diverse films, I don't believe that Altman believes in QUINTET either. And if Altman has no faith in his material, why should we?",negative
"Poor Jane Austen ought to be glad she's not around to see this dreadful wreck of an adaptation. So many great Jane Austen movies have come out recently that this one deserves to be permanently buried along with two other movies I despise-The Man in the Gray Flannel Suit and the 1969 version of David Copperfield. My main beef with the movie is that it completely misses the point of the book. Jane Austen was poking fun at the Gothic mania in her society, and much of the novel is tongue in cheek. The movie, however, is serious and comes across terribly melodramatically. The lighthearted, fun-poking flavor of Austen's writing is completely and conspicuously absent from this ponderous foray iinto horror meets period drama. The scenes of Catherine's imagination are both gratuitous and uninteresting. Also, Henry Tilney is dreadfully unappealing. Why, I ask, would anyone fall for him? If you are looking for a fun-filled Jane Austen evening, watch Emma instead!",negative
"I see that C. Thomas Howell has appeared in many movies since his heyday in the 80s as an accomplished young actor.<br /><br />I bought this DVD because it was cheap and in part for the internet-related plot and to see how much older C. Thomas Howell is; I do not recall seeing him in any movies since the 1980s.<br /><br />In just a few words: what a very big disappointment. I give some low budget movies a chance, but this one started out lame. Within the first 15 minutes of the movie, this elusive woman is chatting with an Asian guy in a chatroom. They basically stimulate themselves to their own chat, she then insists on meeting the participant in person. She meets him, has sex, ties him up and then murders him in cold blood. The plot then deteriorates further.<br /><br />The plot is thin and flimsy and the acting is very stiff. Do not bother renting it much less purchasing it, even if it is in the $1 DVD bin. I plan to take my copy of the DVD to Goodwill. I am truly amazed that any of the prior reviewers here gave this movie a bad rating.",negative
"Black Candles is rather a muddled mess from the same director that brought us ""Vampyres"" and much later, ""Rest in Pieces"", among others..I'm only noting the ones I've seen. At any rate, we have a couple making love and then somewhere near by a pin is poised over a voodoo doll and then pierces it, and the man keels over. Not sure if it was good for either of them, at that point. Fast forward to where the man's sister has come to the house to investigate and hear the reading of the will, or something to that effect, and of course everybody else except her is in on something, which happens to be devil worship. It's really hard to say who is who at moments during the movie and it does get a bit confusing at times. To spice things up though, there's a simulated bestiality scene (I HOPE it's simulated) with a black goat, sure to be a crowd pleaser. Ugh. At times this echoes ""Rosemary's Baby"", minus the baby, because the hostess is always giving one woman herbal tea and the place reeks of whatever nasty Satanic herbs these are too, because that keeps getting remarked upon. However, the herbs aren't the only thing that reeks about this film. The end seems to be back to the beginning again, and many viewers might find themselves wondering where they've been during the middle part. It's not unwatchable, it's just not very good, and I guess it all depends on what you like to see in films, and there wasn't much here that did anything much for me. 3 out of 10.",negative
"not a Larry Mcmurty masterpiece but it stands on its own as a good western, any of the lonesome doves do. who ever takes on the role of Woodrow call, does a great portrayal in their own style. It's also easy to see that they were looking to use this as a stepping stone to the t.V series (both version of it) and that the writers knew how to keep the flavor alive William Peterson was awesome in this, the geeky C.S.I guy is not the character he plays in this - this guy can do it all it seems<br /><br />it's deserve to be enjoyed by those who enjoy westerns<br /><br />4out5 stars",positive
"The first 10 minutes of the movie makes fun of sequels and pg-13 movies. These are the 2 reasons the movie is so bad. They constantly reference a movie called ""Get Leo"" which is the movie-in-a-movie version of get shorty. Every time they do this, you will be really angry. Travolta isn't very cool, neither is Keitel. However, The Rock and Vince Vaughn are hilarious. They aren't the kind of funny you would expect to see in an Elmore Leonard movie though. If you haven't seen get shorty, you will probably like be cool. If you liked get shorty, you will leave the theater wanting to kill the director and screenwriter. Wait for the DVD.",negative
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",negative
"The best thing about the movie is the name, as it both describes the plot and the acting. At least they cannot say they didn't warn you... Kind of like the button labeled, ""Don't push this"".<br /><br />Segal must have run out of things that move like planes, trains, and ships but the plot remains the same. Under cover guy who fights slowly, but still beats like 40 mercenary types and doesn't even blink when doing so. What amazes me is that Segal is now as big as a barn and the bad guys still cannot hit him in a hallway with a machine gun and 50 clips of ammo. Where do all these bullets actually go to? The only redeeming feature of this movie is watching Nia Peeples pound Ja Rule (real name Jeffrey Atkins doesn't quite sound so punk) into the floor. I could spend days watching that woman kick her foot over her shoulder like that... especially wearing an outfit like that! It was just a bonus watching Jeffy get is *ss kicked, and fun hoping one of those kicks actually landed. Sorry, it's just time we get stupid wannabe tough guy can't act rappers out of the movies. PLEEEEEASE! Who came up with idea anyway? I'd lay odds it was the person who decided that Cameron Diaz and Drew Barrymore would pass as witty athletic Angels.<br /><br />The only surprising twist in this movie is that they don't do the politically correct thing and have Jeffy come in and save the day. No doubt if Snoop (otherwise known by his momma as Calvin Broadus which again doesn't sound so cool when you refer to him as Cal) had been in the movie, he'd throw some signs down on her and probably saved Segal's life or something.",negative
"I have watched this film twice now and think its quite good for the limited equipment used to create this film. (filmed in 1947) Dr. Heyerdahl explains his theory about the migration of south American Pre-Colubian Indians to the Polynesia's islands by way raft fell of large balsa trees. This documentary follows Dr. Heyerdahl and crew as they select balsa trees in Equidor and float with them down river to the pacific for assembly in Peru. They launch off on a 101 day sea adventure testing the strength of their primitive raft surviving only by means available to natives of that era. See for yourself, a real adventure!",positive
"I saw this back in '94 when it was finally released. Apparently because Orion pictures was in bankruptcy, I think, the movie had not been released a couple of years earlier.<br /><br />I have problem remembering details partly because I haven't seen it in a long time, but I do remember it as a very dull movie. I kept debating whether to walk out of it. The store was not at all interesting or engaging. Was a 3rd rate America Graffiti imitation. <br /><br />None of the performances make it worth watching either. One of the biggest disappointments since a local newspaper reviewer gave it a high rating.",negative
"I'm sure this is a show no one is that familiar of and might not think good of it; after all it is almost close to Baywatch Hawaii. With the cast, the location, style of the directing and its publicity  shows women walking around on the beach and all that. No wonder people have misconception and decide not to watch it.<br /><br />It was wrong of them to do that. Cause after I decide to watch the show, there are actually more thing going on, real juicy story and conflict, turn out to be really exciting to watch and pretty much  addictive.<br /><br />The story of the hotel clerks, the manager, the owner and their complicated love life. Also enter the troublesome hotel's visitor and powerful man trying to steal the hotel. It actually more exciting than it sounds here.<br /><br />I won't deny that the acting suck but it ain't that bad that you'll look away. The story is not so consistence but good enough. The soundtrack is fitting pretty well with the scenario and the action is all the time. I took me couple of episode before there is actually anything happen solidly so be patience.<br /><br />Recommendation: I Really Do Enjoy Watching This. Zillion Times Better Than Expected.<br /><br />Rating: 7.5/10 (Grade: B)<br /><br />Please Rate My Review After Reading It, Thanks.",positive
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
"The only real highlight in the movie is the death of the sniveling guy and the reaction of the surviving characters to it.<br /><br />In every other way, this film is a very lame rip-off of Jaws, Lake Placid, and Alligator, with a little bit of Godzilla (1998) thrown in.<br /><br />As is standard for a 1990's-style horror movie, the two non-starring females each take their clothes off at least once. The female lead doesn't, since she obviously has a better agent. <br /><br />The whole movie surrounds the filming of a really dumb extreme sport called blood surfing, in which surfers cut themselves and surf in shark-infested waters. In this film, a giant salt-water crocodile also happens to be in the area. People get eaten. The movie ends.<br /><br />I don't mind a bad horror movie, but I really hate a dull bad horror movie, which this definitely is.",negative
"The Salena Incident is set in Arizona where six death row inmates are being transfered from the state prison for reasons never explained, while driving along the heavily armed prison bus gets a flat & the driver is forced to pull off the road. Then two blonde birds turn up & after seducing the incompetent prison guards manage to get the better of them, the six prisoners are released but in a shoot-out their getaway car is damaged leaving them all stranded in the middle of the Arizona desert. They decide to head to the nearest town, Salena several miles away & take the cops with them as hostage. Once they reach Salena they find it odd that the place is completely deserted with not one single other person in sight. They soon discover that the entire town has been killed by flesh eating aliens & they are firmly placed on the menu...<br /><br />Also known as Alien Invasion Arizona in the US on DVD & apparently having the working title Terror Town this rubbishy low budget sci-fi horror flick was co-written, co-produced & directed by Dustin Rikert & has no real redeeming features at all, to be frank The Salena Incident is the sort of film which gives films a bad name. The film could roughly be divided into two parts, the opening forty or fifty odd minutes focuses on the prisoners in a thriller feeling opening, the guards & the escape although it's pretty poorly written & staged stuff. The dialogue between the two blonde birds & the prison guards is so bad it's unintentionally funny as the two fit birds chat up the two not so fit prison guards. Funny stuff actually, unfortunately The Salena Incident is supposed to be a sci-fi horror film not a comedy. Then once the escaped cons & their prison guard hostages arrive at Salena it goes into sci-fi horror mode as the aliens turn up & start killing our clichéd character's off which is good because they are annoying. Look, the whole film sucks as it's badly written, thought out & made. I can't really be bothered to go into why but trust me The Salena Incident is awful on every level.<br /><br />As well as being just a bad, boring & stupid film The Salena Incident is also poorly made. The action set-piece scenes are awful, the aliens looks terrible & are never shown on screen at the same time as the human character's & as such it's sometimes difficult to tell what's happening. The special effects are poor too, the aliens look rubbish & the CGI computer effects are absolutely terrible as well. The editing is poor, the cinematography is poor, the sets are cheap & the whole thing is just an eyesore really. There's a bit of gore, there's some gunshot wounds, someone is ripped in half & a severed hand is seen.<br /><br />Obviously shot on a low budget The Salena Incident has low production values & looks cheap from start to finish. Filmed in Superior in Arizona. The acting is terrible from no-one I have ever heard of although the actress who plays the female doctor is pretty good looking.<br /><br />The Salena Incident is a rubbish sci-fi horror film that is terrible in just about every way, not worth 90 minutes of yours, mine or anyone else's time.",negative
i was like watching it right and i was all like oh this is so totally awesome-full and then i was all like ya quite good indeed so i really enjoyed all the amazing dangers and all the British people and i think that the doctor is very a good doctor in his way of doing such wonderful doctor-y things and he was a very strange man and i was like maybe i won't like this guy because hes a new doctor and i like the old doctor thats not this guy but then i watched him and i was like oh this is awesome and i liked it so then i watched and enjoyed the great evil enemies and the great conquering of the evil guys and the happy doctor who is quite scary and happy looking,positive
"Just to clarify, Matthew Poncelet wasn't a real person, but a character combination of 2 killers who were BOTH convicted and sentenced to die for a murder of two teenagers.<br /><br />I read the User Comments and they react as if Matthew was real. The character is based on a mixture of two killers, Elmo Patrick Sonnier and Robert Lee Willie (who murdered separate people) and the murder itself was based on the one Willie committed. The conflict of both Willie having someone else present and both parties swearing the other did the killing is worked into the story as well.<br /><br />Prejean's approach is unique in that she not only is ministering to the convicts as they wait for their death and aiding them in taking responsibility for their actions, she also reaches out to the victims' families, to help them know that the convict did, indeed feel remorse for what they did-effectively aiding both parties.<br /><br />Everyone posting here seems to have strong beliefs on the Death Sentence. It's not my place to say it's right or wrong-in theory punishing death with death makes some sort of Karmic sense, however denying a person their freedom for the rest of their days, although costly, makes more sense to me-being stuck in a small room 23/7 (with one hour of exercise)for the rest of their days to be reminded of the cruel thing they did seem a more apt punishment-they are technically alive, but denied living. Say someone killed someone so they could get out of the responsibility the person they killed required (like Susan Smith killing her poor kids by shoving her car into a lake). I find it fittingly ironic that they would not get that ""freedom"" they craved and would now have to spend the rest of their days imprisoned.<br /><br />Prejean's point comes through the story very well. She has my respect-she manages to find that balance-she isn't supporting a killer, she is guiding them to accepting what they did. If they didn't feel some kind of remorse, they wouldn't be asking for spiritual guidance.<br /><br />Ona final note, when Poncelet apologizes to Delacroix parent for killing his son, the parents of the girl who was also murdered mutters something about why he didn't apologize for her death. I think the point was that throughout the movie, Poncelet denies killing both kids. There is doubt in Prejean's mind he did both killings-there is a friend who was sentenced but not to death-my thought is that Poncelet killed the Delacroix boy and the other man murdered the girl-hence Poncelet was taking responsibility for what he did. Had he been responsible for the girl's death, he probably would have apologized for that as well.",positive
"Having not read the book, I was more open to the fresh interpretation that each director gives to their medium (which is film, not ""to the letter"" reproductions of literature)on this particular film. I was happy that the holocaust that occurred in Russia (and it's neighboring countries) finally received some attention. The Nazis were particularly cruel to Russians and Russian Jews. If you read the histories and see the monuments built in Smolensk and nearby regions you will understand this movie and why many kept silent when they should've spoken up.<br /><br />It was certainly time for this to be chronicled and I hope that more stories will come out of this. It's high time.",positive
"I have been an avid Jane Austen fan for many years. I had never seen this adaptation, so when I had heard of it, I came here and read all the excellent reviews. On that basis I eagerly ordered it from Netflix. What a cruel disappointment! They have taken one of the most subtle and bright comic novels and made it dull. Each character seems to have been dealt a single facial expression, a single tone upon which to base their flat characters. Although this adaptation seems to have used every word that Jane Austen wrote, they appear to have been passed around to characters in a random fashion. Even though it was done as a miniseries, this adaptation manages to confuse and feel as rushed as if it had been done as a movie of the week.<br /><br />Mr. Bennett too harsh, Mrs. Bennet just a chattering chipmunk, Mr. Darcy as lifeless as a nutcracker, the Bennett girls almost indistinguishable and Mr. Wickham a man who no one would look twice at - hardly the appealing cad! I'm quite put out!",negative
"When I first watched this show on Cartoon Network, I found it uninteresting. Then I read a lot of good messages about this show, and I decided to watch it. The show was so boring. Each episode was predictable. More, this show has no logic. Hypersmart girls, who are going to school and sometimes do such stupid things, 99% of episodes start with a Monster attacking Townswille, then Mayor (he is a real fool, he is NOT funny, he is so stupid, that I can't imagine how he became a Mayor). Professor, yes, supposed to be the smartest person in this show, but actually... He even found no difference between monster and his brother. Narrator's comments also make this show boring. Because they also have similar lines in the beginning of each episode and in the ending. Also the animation is very strange. Everything except main heroes is shown in an ugly way. Also in every epsode this show is giving you some life-lessons, and it means that it is oriented on little children, but if you look closer, you will see, that there is a lot of violence and even blood(!!!) during their battles.",negative
"I think One True Thing is one of Meryl Streeps finest movies to date. Her depiction of a dying woman is perfect. I have recently lived this movie, and it touched me on more levels than I could have imagined. Meryl is truely the greatest actress to have ever walked the earth!!!!!",positive
